train_number,train_type,source_station,destination_station,section_id,distance_km,scheduled_travel_time,actual_travel_time,scheduled_arrival,actual_arrival,delay_minutes,speed,weather,temperature,rain,visibility,congestion,station_dwell_time,disruption,timestamp,data_source,distance_remaining_km,remaining_travel_time_minutes,parsed_timestamp
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,49.2,69.7,,,20.5,109.7546802014832,CLEAR,23.2,0.0,9.0,MEDIUM,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,510.0,309.3,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.0,28.5,,,5.5,117.22600028747829,CLEAR,23.2,0.0,9.0,LOW,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,555.0,294.6,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,129.5,161.0,,,31.5,104.2429579366606,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,375.0,272.3,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,687.8,786.5,,,98.7,70.66413728957471,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,201.4,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,522.7,587.1,,,64.4,87.81601502562285,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,159.6,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,215.3,254.6,,,39.3,100.338336636112,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,240.0,222.8,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,242.6,282.3,,,39.7,100.15637728723844,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,195.0,201.5,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,647.0,753.5,,,106.5,66.76477888859318,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,200.0,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,444.1,501.7,,,57.6,91.19697790285625,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,142.5,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,732.0,809.7,,,77.7,81.14815884941882,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,198.8,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,293.5,336.3,,,42.8,73.60101441266298,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,240.0,278.4,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,144.4,184.9,,,40.5,74.7668158985065,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,420.0,397.5,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,253.0,314.9,,,61.9,64.03845219140632,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,330.0,401.1,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,278.5,324.6,,,46.1,96.95829252174636,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,150.0,188.9,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,162.6,203.3,,,40.7,99.64730688884656,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,330.0,269.4,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,805.6,904.8,,,99.2,70.37811803128682,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,217.0,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,71.9,86.6,,,14.7,112.6440100684801,CLEAR,20.8,0.0,9.0,MEDIUM,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,465.0,277.4,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,430.9,483.0,,,52.1,68.93191499249889,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,105.0,198.5,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,389.4,435.3,,,45.9,97.06792260325837,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,125.2,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,558.4,605.0,,,46.6,96.71262656362632,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,155.9,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,305.8,351.5,,,45.7,97.13102642784872,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,105.0,165.6,2024-07-23 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,367.0,415.7,,,48.7,95.64529801424789,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,123.1,2024-07-23 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,108.7,150.0,,,41.3,99.3316095369298,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,420.0,315.0,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,590.8,662.0,,,71.2,59.4071288118228,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,151.3,2024-07-23 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,205.7,264.4,,,58.7,65.63423286121073,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,375.0,426.5,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,383.7,433.0,,,49.3,70.36371870874851,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,150.0,227.2,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,103.2,136.2,,,33.0,78.48372147112502,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,465.0,403.5,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,304.8,353.1,,,48.3,70.86070448059067,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,240.0,291.5,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,616.8,693.0,,,76.2,56.909879126813685,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,157.0,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,318.9,372.6,,,53.7,93.12738528223412,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,105.0,176.3,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,164.5,207.6,,,43.1,98.46252601976634,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,330.0,274.2,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,33.2,60.5,,,27.3,81.36766572516419,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,555.0,441.6,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,46.3,53.2,,,6.9,116.5297611110572,LIGHT RAIN,23.2,1.5,4.0,LOW,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,510.0,279.5,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,546.5,638.3,,,91.8,74.11083151732288,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,178.9,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,210.3,244.9,,,34.6,102.7096225302064,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,240.0,214.8,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,730.5,822.7,,,92.2,73.91870268094965,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,204.4,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,538.6,608.2,,,69.6,85.2214031100977,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,165.2,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,391.9,452.8,,,60.9,89.5575001079481,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,135.9,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,81.2,121.6,,,40.4,99.7778600545161,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,465.0,335.0,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,193.9,239.0,,,45.1,97.46306128176415,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,285.0,255.6,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,738.6,847.0,,,108.4,65.80391293219498,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,212.1,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,753.3,835.6,,,82.3,78.85571558918461,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,203.7,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,525.5,570.3,,,44.8,97.61235166307628,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,149.0,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,131.6,166.5,,,34.9,102.55949037868308,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,375.0,279.3,2024-07-27 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,580.8,631.3,,,50.5,69.72925376008297,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,138.4,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,296.5,354.4,,,57.9,91.07335322517172,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,150.0,206.7,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.3,31.9,,,8.6,115.70611696382322,LIGHT RAIN,25.6,1.5,4.0,LOW,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,555.0,301.4,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,421.7,482.4,,,60.7,89.62754164950644,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,15.0,140.7,2024-07-27 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,384.2,455.5,,,71.3,84.34002523957528,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,60.0,174.0,2024-07-27 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,625.1,718.2,,,93.1,73.4289832002684,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,190.4,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,779.0,859.6,,,80.6,79.71853404482508,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,206.9,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,211.8,247.8,,,36.0,101.98313028157538,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,240.0,217.2,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,463.4,516.9,,,53.5,93.23319769339038,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,143.2,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,99.9,123.7,,,23.8,108.12240491524048,CLEAR,25.6,0.0,9.0,MEDIUM,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,420.0,276.9,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,60.8,73.1,,,12.3,88.8499294954968,CLEAR,32.0,0.0,9.0,MEDIUM,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,510.0,366.7,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,663.2,732.2,,,69.0,85.49896631706633,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,184.5,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,536.8,606.1,,,69.3,60.35523575975287,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,60.0,188.9,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,139.7,186.5,,,46.8,96.6037883484906,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,375.0,304.7,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,193.2,237.5,,,44.3,97.84162150897484,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,285.0,254.1,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,311.1,360.1,,,49.0,95.48105297219172,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,105.0,170.0,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,575.8,675.1,,,99.3,70.33342916081222,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,187.1,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,382.7,431.6,,,48.9,70.55047925553805,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,150.0,226.5,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,566.2,622.7,,,56.5,66.75845079367983,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,140.0,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,210.8,272.7,,,61.9,64.03103229959265,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,375.0,438.3,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,751.6,847.9,,,96.3,71.84712085092934,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,208.8,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,240.3,278.0,,,37.7,101.1309406982621,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,195.0,198.4,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,46.9,56.7,,,9.8,115.08034813552736,CLEAR,28.8,0.0,9.0,LOW,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,510.0,285.7,2024-08-04 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,281.3,336.9,,,55.6,67.18069341666786,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,285.0,345.1,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,416.5,475.0,,,58.5,90.75375813999152,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,138.4,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,84.6,133.1,,,48.5,95.75203402278876,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,465.0,354.9,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,546.9,569.7,,,22.8,108.605612228281,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,141.1,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,327.9,370.3,,,42.4,98.81383088271556,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,60.0,138.8,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,309.5,375.0,,,65.5,87.24688200854808,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,150.0,218.7,2024-08-04 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,525.1,569.7,,,44.6,97.70187151661136,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,15.0,148.8,2024-08-04 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,398.4,448.6,,,50.2,94.88580219774316,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,129.7,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,253.7,316.0,,,62.3,63.862666958875465,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,330.0,402.3,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,542.9,584.0,,,41.1,99.469121529614,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,150.1,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,236.3,270.6,,,34.3,102.85057276846466,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,195.0,193.1,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,206.3,236.9,,,30.6,104.72436548078474,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,240.0,208.1,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,837.9,929.7,,,91.8,74.11766983754626,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,218.9,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,493.1,536.0,,,42.9,98.56674140663225,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,142.0,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,639.6,744.5,,,104.9,67.54089206277929,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,198.2,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,175.7,200.6,,,24.9,107.55512038505208,CLEAR,25.6,0.0,9.0,MEDIUM,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,285.0,218.9,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,665.9,751.8,,,85.9,77.04277640536392,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,192.6,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,146.5,189.1,,,42.6,73.70070943700188,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,420.0,404.5,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,64.0,85.2,,,21.2,84.38095931826088,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,510.0,393.8,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,110.1,153.9,,,43.8,98.0848531679866,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,420.0,320.7,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,598.4,662.1,,,63.7,63.16786533037903,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,147.9,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.8,36.8,,,13.0,113.51272098999029,LIGHT RAIN,32.0,1.5,4.0,MEDIUM,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,555.0,311.4,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,338.2,386.6,,,48.4,95.7923282014866,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,60.0,146.0,2024-08-08 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,446.0,504.4,,,58.4,90.7980801377652,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,143.3,2024-08-08 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,773.2,866.5,,,93.3,73.33479847939549,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,210.6,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,412.0,457.8,,,45.8,72.08468597720689,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,105.0,188.2,2024-08-08 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,348.4,398.9,,,50.5,69.74468092373878,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,195.0,263.3,2024-08-08 10:00:00+00:00
